;index;iteration;type;class_idx;class_name
3;261;1;Testing;6;more-deficiencies
3;273;1;Testing;6;more-deficiencies
3;274;1;Testing;0;boron-B
3;276;1;Testing;5;manganese-Mn
3;277;1;Testing;7;nitrogen-N
3;280;1;Testing;8;phosphorus-P
3;286;1;Testing;9;potasium-K
3;290;1;Testing;1;calcium-Ca
3;292;1;Testing;6;more-deficiencies
3;293;1;Testing;9;potasium-K
3;299;1;Testing;1;calcium-Ca
3;310;1;Testing;8;phosphorus-P
3;312;1;Testing;1;calcium-Ca
3;313;1;Testing;3;iron-Fe
3;327;1;Testing;4;magnesium-Mg
3;336;1;Testing;7;nitrogen-N
3;343;1;Testing;0;boron-B
3;346;1;Testing;5;manganese-Mn
3;348;1;Testing;9;potasium-K
3;352;1;Testing;9;potasium-K
3;368;1;Testing;6;more-deficiencies
3;388;1;Testing;0;boron-B
3;390;1;Testing;1;calcium-Ca
3;394;1;Testing;8;phosphorus-P
3;395;1;Testing;4;magnesium-Mg
3;402;1;Testing;5;manganese-Mn
3;407;1;Testing;8;phosphorus-P
3;409;1;Testing;8;phosphorus-P
3;413;1;Testing;8;phosphorus-P
3;415;1;Testing;0;boron-B
3;420;1;Testing;7;nitrogen-N
3;423;1;Testing;1;calcium-Ca
3;425;1;Testing;5;manganese-Mn
3;426;1;Testing;8;phosphorus-P
3;427;1;Testing;0;boron-B
3;432;1;Testing;0;boron-B
3;443;1;Testing;4;magnesium-Mg
3;444;1;Testing;0;boron-B
3;445;1;Testing;5;manganese-Mn
3;460;1;Testing;1;calcium-Ca
3;466;1;Testing;1;calcium-Ca
3;467;1;Testing;8;phosphorus-P
3;468;1;Testing;5;manganese-Mn
3;470;1;Testing;5;manganese-Mn
3;480;1;Testing;8;phosphorus-P
3;482;1;Testing;3;iron-Fe
3;495;1;Testing;8;phosphorus-P
3;501;1;Testing;8;phosphorus-P
3;506;1;Testing;4;magnesium-Mg
3;510;1;Testing;1;calcium-Ca
3;512;1;Testing;9;potasium-K
3;514;1;Testing;6;more-deficiencies
3;519;1;Testing;8;phosphorus-P
3;522;1;Testing;0;boron-B
3;524;1;Testing;0;boron-B
3;531;1;Testing;8;phosphorus-P
3;532;1;Testing;6;more-deficiencies
3;535;1;Testing;3;iron-Fe
3;552;1;Testing;0;boron-B
3;558;1;Testing;1;calcium-Ca
3;560;1;Testing;8;phosphorus-P
3;563;1;Testing;1;calcium-Ca
3;575;1;Testing;9;potasium-K
3;591;1;Testing;6;more-deficiencies
3;596;1;Testing;1;calcium-Ca
3;601;1;Testing;1;calcium-Ca
3;607;1;Testing;1;calcium-Ca
3;609;1;Testing;1;calcium-Ca
3;610;1;Testing;1;calcium-Ca
3;612;1;Testing;8;phosphorus-P
3;620;1;Testing;4;magnesium-Mg
3;622;1;Testing;0;boron-B
3;630;1;Testing;8;phosphorus-P
3;632;1;Testing;5;manganese-Mn
3;635;1;Testing;5;manganese-Mn
3;643;1;Testing;1;calcium-Ca
3;646;1;Testing;0;boron-B
3;648;1;Testing;9;potasium-K
3;652;1;Testing;6;more-deficiencies
3;654;1;Testing;9;potasium-K
3;658;1;Testing;8;phosphorus-P
3;663;1;Testing;6;more-deficiencies
3;667;1;Testing;6;more-deficiencies
3;668;1;Testing;8;phosphorus-P
3;671;1;Testing;0;boron-B
3;672;1;Testing;1;calcium-Ca
3;674;1;Testing;8;phosphorus-P
3;677;1;Testing;8;phosphorus-P
3;679;1;Testing;4;magnesium-Mg
3;680;1;Testing;9;potasium-K
3;681;1;Testing;6;more-deficiencies
3;685;1;Testing;8;phosphorus-P
3;688;1;Testing;1;calcium-Ca
3;693;1;Testing;8;phosphorus-P
3;705;1;Testing;9;potasium-K
3;720;1;Testing;3;iron-Fe
3;722;1;Testing;9;potasium-K
3;730;1;Testing;7;nitrogen-N
3;731;1;Testing;7;nitrogen-N
3;732;1;Testing;8;phosphorus-P
3;736;1;Testing;6;more-deficiencies
3;740;1;Testing;1;calcium-Ca
3;742;1;Testing;3;iron-Fe
3;744;1;Testing;4;magnesium-Mg
3;747;1;Testing;0;boron-B
3;755;1;Testing;1;calcium-Ca
3;758;1;Testing;9;potasium-K
3;764;1;Testing;8;phosphorus-P
3;779;1;Testing;8;phosphorus-P
3;799;1;Testing;5;manganese-Mn
4;0;2;Training;8;phosphorus-P
4;1;2;Training;4;magnesium-Mg
4;2;2;Training;6;more-deficiencies
4;3;2;Training;1;calcium-Ca
4;4;2;Training;7;nitrogen-N
4;5;2;Training;6;more-deficiencies
4;6;2;Training;0;boron-B
4;7;2;Training;1;calcium-Ca
4;8;2;Training;7;nitrogen-N
4;10;2;Training;3;iron-Fe
4;11;2;Training;8;phosphorus-P
4;12;2;Training;3;iron-Fe
4;13;2;Training;5;manganese-Mn
4;14;2;Training;3;iron-Fe
4;15;2;Training;5;manganese-Mn
4;16;2;Training;8;phosphorus-P
4;18;2;Training;0;boron-B
4;19;2;Training;5;manganese-Mn
4;20;2;Training;5;manganese-Mn
4;21;2;Training;9;potasium-K
4;22;2;Training;1;calcium-Ca
4;23;2;Training;8;phosphorus-P
4;24;2;Training;1;calcium-Ca
4;25;2;Training;7;nitrogen-N
4;26;2;Training;1;calcium-Ca
4;27;2;Training;8;phosphorus-P
4;28;2;Training;3;iron-Fe
4;29;2;Training;8;phosphorus-P
4;30;2;Training;5;manganese-Mn
4;32;2;Training;8;phosphorus-P
4;33;2;Training;6;more-deficiencies
4;35;2;Training;5;manganese-Mn
4;36;2;Training;1;calcium-Ca
4;37;2;Training;0;boron-B
4;38;2;Training;0;boron-B
4;39;2;Training;9;potasium-K
4;41;2;Training;4;magnesium-Mg
4;42;2;Training;8;phosphorus-P
4;43;2;Training;9;potasium-K
4;44;2;Training;8;phosphorus-P
4;45;2;Training;0;boron-B
4;46;2;Training;2;healthy
4;47;2;Training;0;boron-B
4;48;2;Training;8;phosphorus-P
4;49;2;Training;4;magnesium-Mg
4;50;2;Training;8;phosphorus-P
4;51;2;Training;6;more-deficiencies
4;52;2;Training;9;potasium-K
4;53;2;Training;2;healthy
4;54;2;Training;3;iron-Fe
4;55;2;Training;0;boron-B
4;56;2;Training;4;magnesium-Mg
4;57;2;Training;1;calcium-Ca
4;59;2;Training;8;phosphorus-P
4;60;2;Training;6;more-deficiencies
4;61;2;Training;6;more-deficiencies
4;62;2;Training;8;phosphorus-P
4;64;2;Training;2;healthy
4;67;2;Training;8;phosphorus-P
4;68;2;Training;6;more-deficiencies
4;70;2;Training;7;nitrogen-N
4;72;2;Training;5;manganese-Mn
4;73;2;Training;8;phosphorus-P
4;74;2;Training;8;phosphorus-P
4;75;2;Training;8;phosphorus-P
4;76;2;Training;1;calcium-Ca
4;78;2;Training;7;nitrogen-N
4;80;2;Training;8;phosphorus-P
4;81;2;Training;5;manganese-Mn
4;82;2;Training;3;iron-Fe
4;83;2;Training;4;magnesium-Mg
4;84;2;Training;7;nitrogen-N
4;85;2;Training;2;healthy
4;86;2;Training;6;more-deficiencies
4;87;2;Training;7;nitrogen-N
4;88;2;Training;8;phosphorus-P
4;89;2;Training;4;magnesium-Mg
4;90;2;Training;6;more-deficiencies
4;91;2;Training;4;magnesium-Mg
4;92;2;Training;6;more-deficiencies
4;94;2;Training;1;calcium-Ca
4;96;2;Training;1;calcium-Ca
4;98;2;Training;8;phosphorus-P
4;99;2;Training;1;calcium-Ca
4;100;2;Training;4;magnesium-Mg
4;102;2;Training;1;calcium-Ca
4;103;2;Training;6;more-deficiencies
4;104;2;Training;9;potasium-K
4;105;2;Training;8;phosphorus-P
4;106;2;Training;1;calcium-Ca
4;107;2;Training;9;potasium-K
4;108;2;Training;8;phosphorus-P
4;110;2;Training;1;calcium-Ca
4;111;2;Training;8;phosphorus-P
4;112;2;Training;6;more-deficiencies
4;113;2;Training;4;magnesium-Mg
4;114;2;Training;8;phosphorus-P
4;116;2;Training;1;calcium-Ca
4;117;2;Training;9;potasium-K
4;118;2;Training;5;manganese-Mn
4;119;2;Training;3;iron-Fe
4;120;2;Training;1;calcium-Ca
4;122;2;Training;8;phosphorus-P
4;123;2;Training;8;phosphorus-P
4;124;2;Training;5;manganese-Mn
4;126;2;Training;8;phosphorus-P
4;127;2;Training;5;manganese-Mn
4;129;2;Training;8;phosphorus-P
4;131;2;Training;6;more-deficiencies
4;133;2;Training;5;manganese-Mn
4;137;2;Training;3;iron-Fe
4;138;2;Training;8;phosphorus-P
4;139;2;Training;4;magnesium-Mg
4;140;2;Training;0;boron-B
4;141;2;Training;6;more-deficiencies
4;144;2;Training;7;nitrogen-N
4;145;2;Training;3;iron-Fe
4;146;2;Training;9;potasium-K
4;147;2;Training;7;nitrogen-N
4;148;2;Training;8;phosphorus-P
4;151;2;Training;8;phosphorus-P
4;152;2;Training;8;phosphorus-P
4;154;2;Training;1;calcium-Ca
4;155;2;Training;5;manganese-Mn
4;156;2;Training;4;magnesium-Mg
4;157;2;Training;5;manganese-Mn
4;158;2;Training;7;nitrogen-N
4;162;2;Training;4;magnesium-Mg
4;164;2;Training;8;phosphorus-P
4;165;2;Training;6;more-deficiencies
4;166;2;Training;1;calcium-Ca
4;167;2;Training;6;more-deficiencies
4;168;2;Training;8;phosphorus-P
4;170;2;Training;8;phosphorus-P
4;172;2;Training;5;manganese-Mn
4;175;2;Training;8;phosphorus-P
4;176;2;Training;9;potasium-K
4;177;2;Training;3;iron-Fe
4;178;2;Training;4;magnesium-Mg
4;179;2;Training;1;calcium-Ca
4;180;2;Training;8;phosphorus-P
4;182;2;Training;8;phosphorus-P
4;183;2;Training;8;phosphorus-P
4;184;2;Training;4;magnesium-Mg
4;185;2;Training;0;boron-B
4;186;2;Training;5;manganese-Mn
4;187;2;Training;0;boron-B
4;188;2;Training;0;boron-B
4;189;2;Training;8;phosphorus-P
4;192;2;Training;8;phosphorus-P
4;193;2;Training;0;boron-B
4;195;2;Training;8;phosphorus-P
4;196;2;Training;8;phosphorus-P
4;198;2;Training;6;more-deficiencies
4;199;2;Training;8;phosphorus-P
4;200;2;Training;6;more-deficiencies
4;201;2;Training;6;more-deficiencies
4;202;2;Training;7;nitrogen-N
4;203;2;Training;9;potasium-K
4;204;2;Training;7;nitrogen-N
4;205;2;Training;6;more-deficiencies
4;206;2;Training;8;phosphorus-P
4;208;2;Training;9;potasium-K
4;209;2;Training;0;boron-B
4;210;2;Training;1;calcium-Ca
4;211;2;Training;0;boron-B
4;212;2;Training;3;iron-Fe
4;213;2;Training;5;manganese-Mn
4;214;2;Training;5;manganese-Mn
4;215;2;Training;5;manganese-Mn
4;216;2;Training;7;nitrogen-N
4;218;2;Training;3;iron-Fe
4;220;2;Training;1;calcium-Ca
4;222;2;Training;8;phosphorus-P
4;224;2;Training;0;boron-B
4;225;2;Training;3;iron-Fe
4;226;2;Training;8;phosphorus-P
4;227;2;Training;8;phosphorus-P
4;228;2;Training;5;manganese-Mn
4;229;2;Training;1;calcium-Ca
4;230;2;Training;1;calcium-Ca
4;231;2;Training;1;calcium-Ca
4;233;2;Training;4;magnesium-Mg
4;234;2;Training;9;potasium-K
4;235;2;Training;7;nitrogen-N
4;236;2;Training;0;boron-B
4;237;2;Training;8;phosphorus-P
4;238;2;Training;0;boron-B
4;239;2;Training;1;calcium-Ca
4;240;2;Training;0;boron-B
4;241;2;Training;4;magnesium-Mg
4;242;2;Training;6;more-deficiencies
4;244;2;Training;1;calcium-Ca
4;245;2;Training;9;potasium-K
4;247;2;Training;8;phosphorus-P
4;249;2;Training;0;boron-B
4;250;2;Training;0;boron-B
4;251;2;Training;8;phosphorus-P
4;252;2;Training;1;calcium-Ca
4;253;2;Training;1;calcium-Ca
4;254;2;Training;3;iron-Fe
4;255;2;Training;8;phosphorus-P
4;256;2;Training;4;magnesium-Mg
4;257;2;Training;0;boron-B
4;258;2;Training;1;calcium-Ca
4;259;2;Training;8;phosphorus-P
4;261;2;Training;6;more-deficiencies
4;263;2;Training;6;more-deficiencies
4;264;2;Training;6;more-deficiencies
4;266;2;Training;1;calcium-Ca
4;267;2;Training;6;more-deficiencies
4;268;2;Training;6;more-deficiencies
4;269;2;Training;0;boron-B
4;270;2;Training;1;calcium-Ca
4;271;2;Training;8;phosphorus-P
4;272;2;Training;4;magnesium-Mg
4;273;2;Training;6;more-deficiencies
4;274;2;Training;0;boron-B
4;275;2;Training;5;manganese-Mn
4;276;2;Training;5;manganese-Mn
4;277;2;Training;7;nitrogen-N
4;280;2;Training;8;phosphorus-P
4;281;2;Training;1;calcium-Ca
4;282;2;Training;1;calcium-Ca
4;283;2;Training;7;nitrogen-N
4;285;2;Training;0;boron-B
4;286;2;Training;9;potasium-K
4;287;2;Training;8;phosphorus-P
4;289;2;Training;8;phosphorus-P
4;290;2;Training;1;calcium-Ca
4;291;2;Training;5;manganese-Mn
4;292;2;Training;6;more-deficiencies
4;293;2;Training;9;potasium-K
4;294;2;Training;4;magnesium-Mg
4;295;2;Training;8;phosphorus-P
4;296;2;Training;5;manganese-Mn
4;297;2;Training;8;phosphorus-P
4;298;2;Training;0;boron-B
4;299;2;Training;1;calcium-Ca
4;301;2;Training;5;manganese-Mn
4;302;2;Training;5;manganese-Mn
4;303;2;Training;6;more-deficiencies
4;304;2;Training;8;phosphorus-P
4;305;2;Training;8;phosphorus-P
4;307;2;Training;3;iron-Fe
4;309;2;Training;3;iron-Fe
4;310;2;Training;8;phosphorus-P
4;311;2;Training;5;manganese-Mn
4;312;2;Training;1;calcium-Ca
4;313;2;Training;3;iron-Fe
4;314;2;Training;7;nitrogen-N
4;316;2;Training;8;phosphorus-P
4;317;2;Training;0;boron-B
4;319;2;Training;3;iron-Fe
4;320;2;Training;0;boron-B
4;321;2;Training;8;phosphorus-P
4;322;2;Training;5;manganese-Mn
4;323;2;Training;9;potasium-K
4;324;2;Training;0;boron-B
4;325;2;Training;7;nitrogen-N
4;326;2;Training;5;manganese-Mn
4;327;2;Training;4;magnesium-Mg
4;328;2;Training;8;phosphorus-P
4;329;2;Training;6;more-deficiencies
4;330;2;Training;9;potasium-K
4;331;2;Training;8;phosphorus-P
4;332;2;Training;7;nitrogen-N
4;334;2;Training;9;potasium-K
4;335;2;Training;6;more-deficiencies
4;336;2;Training;7;nitrogen-N
4;337;2;Training;9;potasium-K
4;338;2;Training;8;phosphorus-P
4;339;2;Training;8;phosphorus-P
4;341;2;Training;8;phosphorus-P
4;342;2;Training;1;calcium-Ca
4;343;2;Training;0;boron-B
4;344;2;Training;8;phosphorus-P
4;345;2;Training;0;boron-B
4;346;2;Training;5;manganese-Mn
4;347;2;Training;6;more-deficiencies
4;348;2;Training;9;potasium-K
4;349;2;Training;5;manganese-Mn
4;350;2;Training;4;magnesium-Mg
4;351;2;Training;1;calcium-Ca
4;352;2;Training;9;potasium-K
4;353;2;Training;3;iron-Fe
4;354;2;Training;6;more-deficiencies
4;355;2;Training;7;nitrogen-N
4;356;2;Training;8;phosphorus-P
4;357;2;Training;5;manganese-Mn
4;358;2;Training;5;manganese-Mn
4;359;2;Training;8;phosphorus-P
4;361;2;Training;8;phosphorus-P
4;363;2;Training;3;iron-Fe
4;364;2;Training;3;iron-Fe
4;366;2;Training;1;calcium-Ca
4;367;2;Training;6;more-deficiencies
4;368;2;Training;6;more-deficiencies
4;369;2;Training;8;phosphorus-P
4;370;2;Training;6;more-deficiencies
4;372;2;Training;8;phosphorus-P
4;373;2;Training;8;phosphorus-P
4;374;2;Training;8;phosphorus-P
4;375;2;Training;8;phosphorus-P
4;378;2;Training;1;calcium-Ca
4;379;2;Training;1;calcium-Ca
4;380;2;Training;4;magnesium-Mg
4;381;2;Training;8;phosphorus-P
4;382;2;Training;7;nitrogen-N
4;383;2;Training;4;magnesium-Mg
4;385;2;Training;6;more-deficiencies
4;386;2;Training;7;nitrogen-N
4;387;2;Training;9;potasium-K
4;388;2;Training;0;boron-B
4;390;2;Training;1;calcium-Ca
4;392;2;Training;3;iron-Fe
4;393;2;Training;8;phosphorus-P
4;394;2;Training;8;phosphorus-P
4;395;2;Training;4;magnesium-Mg
4;398;2;Training;8;phosphorus-P
4;399;2;Training;8;phosphorus-P
4;400;2;Training;9;potasium-K
4;401;2;Training;8;phosphorus-P
4;402;2;Training;5;manganese-Mn
4;403;2;Training;9;potasium-K
4;404;2;Training;8;phosphorus-P
4;405;2;Training;9;potasium-K
4;406;2;Training;1;calcium-Ca
4;407;2;Training;8;phosphorus-P
4;409;2;Training;8;phosphorus-P
4;410;2;Training;1;calcium-Ca
4;411;2;Training;0;boron-B
4;413;2;Training;8;phosphorus-P
4;414;2;Training;8;phosphorus-P
4;415;2;Training;0;boron-B
4;416;2;Training;8;phosphorus-P
4;417;2;Training;9;potasium-K
4;418;2;Training;9;potasium-K
4;420;2;Training;7;nitrogen-N
4;422;2;Training;7;nitrogen-N
4;423;2;Training;1;calcium-Ca
4;425;2;Training;5;manganese-Mn
4;426;2;Training;8;phosphorus-P
4;427;2;Training;0;boron-B
4;428;2;Training;7;nitrogen-N
4;430;2;Training;5;manganese-Mn
4;431;2;Training;8;phosphorus-P
4;432;2;Training;0;boron-B
4;433;2;Training;8;phosphorus-P
4;434;2;Training;6;more-deficiencies
4;436;2;Training;4;magnesium-Mg
4;438;2;Training;8;phosphorus-P
4;439;2;Training;8;phosphorus-P
4;440;2;Training;8;phosphorus-P
4;441;2;Training;0;boron-B
4;442;2;Training;1;calcium-Ca
4;443;2;Training;4;magnesium-Mg
4;444;2;Training;0;boron-B
4;445;2;Training;5;manganese-Mn
4;446;2;Training;1;calcium-Ca
4;447;2;Training;8;phosphorus-P
4;449;2;Training;1;calcium-Ca
4;450;2;Training;9;potasium-K
4;451;2;Training;1;calcium-Ca
4;452;2;Training;9;potasium-K
4;453;2;Training;9;potasium-K
4;456;2;Training;9;potasium-K
4;457;2;Training;6;more-deficiencies
4;458;2;Training;0;boron-B
4;459;2;Training;3;iron-Fe
4;460;2;Training;1;calcium-Ca
4;462;2;Training;7;nitrogen-N
4;464;2;Training;0;boron-B
4;465;2;Training;6;more-deficiencies
4;466;2;Training;1;calcium-Ca
4;467;2;Training;8;phosphorus-P
4;468;2;Training;5;manganese-Mn
4;469;2;Training;6;more-deficiencies
4;470;2;Training;5;manganese-Mn
4;472;2;Training;7;nitrogen-N
4;473;2;Training;6;more-deficiencies
4;474;2;Training;9;potasium-K
4;475;2;Training;8;phosphorus-P
4;476;2;Training;0;boron-B
4;477;2;Training;3;iron-Fe
4;478;2;Training;9;potasium-K
4;479;2;Training;4;magnesium-Mg
4;480;2;Training;8;phosphorus-P
4;481;2;Training;6;more-deficiencies
4;482;2;Training;3;iron-Fe
4;483;2;Training;1;calcium-Ca
4;485;2;Training;8;phosphorus-P
4;487;2;Training;7;nitrogen-N
4;489;2;Training;3;iron-Fe
4;490;2;Training;9;potasium-K
4;491;2;Training;1;calcium-Ca
4;492;2;Training;8;phosphorus-P
4;495;2;Training;8;phosphorus-P
4;496;2;Training;3;iron-Fe
4;498;2;Training;8;phosphorus-P
4;500;2;Training;8;phosphorus-P
4;501;2;Training;8;phosphorus-P
4;502;2;Training;1;calcium-Ca
4;503;2;Training;4;magnesium-Mg
4;504;2;Training;1;calcium-Ca
4;506;2;Training;4;magnesium-Mg
4;507;2;Training;8;phosphorus-P
4;508;2;Training;0;boron-B
4;510;2;Training;1;calcium-Ca
4;511;2;Training;1;calcium-Ca
4;512;2;Training;9;potasium-K
4;514;2;Training;6;more-deficiencies
4;515;2;Training;4;magnesium-Mg
4;516;2;Training;1;calcium-Ca
4;517;2;Training;4;magnesium-Mg
4;518;2;Training;0;boron-B
4;519;2;Training;8;phosphorus-P
4;520;2;Training;8;phosphorus-P
4;521;2;Training;1;calcium-Ca
4;522;2;Training;0;boron-B
4;523;2;Training;0;boron-B
4;524;2;Training;0;boron-B
4;525;2;Training;9;potasium-K
4;526;2;Training;9;potasium-K
4;527;2;Training;8;phosphorus-P
4;528;2;Training;1;calcium-Ca
4;531;2;Training;8;phosphorus-P
4;532;2;Training;6;more-deficiencies
4;535;2;Training;3;iron-Fe
4;536;2;Training;4;magnesium-Mg
4;537;2;Training;1;calcium-Ca
4;539;2;Training;4;magnesium-Mg
4;540;2;Training;3;iron-Fe
4;541;2;Training;7;nitrogen-N
4;542;2;Training;9;potasium-K
4;543;2;Training;1;calcium-Ca
4;544;2;Training;1;calcium-Ca
4;546;2;Training;0;boron-B
4;547;2;Training;1;calcium-Ca
4;548;2;Training;4;magnesium-Mg
4;550;2;Training;7;nitrogen-N
4;551;2;Training;8;phosphorus-P
4;552;2;Training;0;boron-B
4;554;2;Training;3;iron-Fe
4;555;2;Training;8;phosphorus-P
4;556;2;Training;8;phosphorus-P
4;557;2;Training;8;phosphorus-P
4;558;2;Training;1;calcium-Ca
4;559;2;Training;6;more-deficiencies
4;560;2;Training;8;phosphorus-P
4;561;2;Training;7;nitrogen-N
4;562;2;Training;7;nitrogen-N
4;563;2;Training;1;calcium-Ca
4;565;2;Training;8;phosphorus-P
4;568;2;Training;1;calcium-Ca
4;569;2;Training;1;calcium-Ca
4;570;2;Training;4;magnesium-Mg
4;571;2;Training;0;boron-B
4;572;2;Training;8;phosphorus-P
4;575;2;Training;9;potasium-K
4;576;2;Training;6;more-deficiencies
4;577;2;Training;7;nitrogen-N
4;578;2;Training;1;calcium-Ca
4;580;2;Training;9;potasium-K
4;581;2;Training;1;calcium-Ca
4;582;2;Training;1;calcium-Ca
4;585;2;Training;8;phosphorus-P
4;586;2;Training;9;potasium-K
4;588;2;Training;3;iron-Fe
4;590;2;Training;4;magnesium-Mg
4;591;2;Training;6;more-deficiencies
4;592;2;Training;8;phosphorus-P
4;593;2;Training;0;boron-B
4;594;2;Training;9;potasium-K
4;596;2;Training;1;calcium-Ca
4;598;2;Training;8;phosphorus-P
4;599;2;Training;1;calcium-Ca
4;600;2;Training;5;manganese-Mn
4;601;2;Training;1;calcium-Ca
4;602;2;Training;6;more-deficiencies
4;603;2;Training;0;boron-B
4;605;2;Training;3;iron-Fe
4;606;2;Training;1;calcium-Ca
4;607;2;Training;1;calcium-Ca
4;609;2;Training;1;calcium-Ca
4;610;2;Training;1;calcium-Ca
4;611;2;Training;8;phosphorus-P
4;612;2;Training;8;phosphorus-P
4;613;2;Training;0;boron-B
4;614;2;Training;0;boron-B
4;616;2;Training;1;calcium-Ca
4;617;2;Training;4;magnesium-Mg
4;618;2;Training;6;more-deficiencies
4;620;2;Training;4;magnesium-Mg
4;621;2;Training;8;phosphorus-P
4;622;2;Training;0;boron-B
4;623;2;Training;9;potasium-K
4;626;2;Training;8;phosphorus-P
4;627;2;Training;4;magnesium-Mg
4;628;2;Training;8;phosphorus-P
4;629;2;Training;5;manganese-Mn
4;630;2;Training;8;phosphorus-P
4;632;2;Training;5;manganese-Mn
4;633;2;Training;8;phosphorus-P
4;634;2;Training;1;calcium-Ca
4;635;2;Training;5;manganese-Mn
4;636;2;Training;1;calcium-Ca
4;637;2;Training;0;boron-B
4;638;2;Training;6;more-deficiencies
4;639;2;Training;1;calcium-Ca
4;640;2;Training;0;boron-B
4;642;2;Training;1;calcium-Ca
4;643;2;Training;1;calcium-Ca
4;644;2;Training;7;nitrogen-N
4;646;2;Training;0;boron-B
4;647;2;Training;8;phosphorus-P
4;648;2;Training;9;potasium-K
4;649;2;Training;8;phosphorus-P
4;651;2;Training;5;manganese-Mn
4;652;2;Training;6;more-deficiencies
4;653;2;Training;6;more-deficiencies
4;654;2;Training;9;potasium-K
4;655;2;Training;5;manganese-Mn
4;657;2;Training;8;phosphorus-P
4;658;2;Training;8;phosphorus-P
4;659;2;Training;3;iron-Fe
4;660;2;Training;9;potasium-K
4;661;2;Training;1;calcium-Ca
4;663;2;Training;6;more-deficiencies
4;664;2;Training;1;calcium-Ca
4;665;2;Training;9;potasium-K
4;666;2;Training;4;magnesium-Mg
4;667;2;Training;6;more-deficiencies
4;668;2;Training;8;phosphorus-P
4;671;2;Training;0;boron-B
4;672;2;Training;1;calcium-Ca
4;673;2;Training;9;potasium-K
4;674;2;Training;8;phosphorus-P
4;675;2;Training;8;phosphorus-P
4;676;2;Training;6;more-deficiencies
4;677;2;Training;8;phosphorus-P
4;678;2;Training;6;more-deficiencies
4;679;2;Training;4;magnesium-Mg
4;680;2;Training;9;potasium-K
4;681;2;Training;6;more-deficiencies
4;682;2;Training;0;boron-B
4;683;2;Training;0;boron-B
4;684;2;Training;5;manganese-Mn
4;685;2;Training;8;phosphorus-P
4;686;2;Training;1;calcium-Ca
4;687;2;Training;1;calcium-Ca
4;688;2;Training;1;calcium-Ca
4;690;2;Training;5;manganese-Mn
4;691;2;Training;6;more-deficiencies
4;692;2;Training;8;phosphorus-P
4;693;2;Training;8;phosphorus-P
4;694;2;Training;9;potasium-K
4;695;2;Training;1;calcium-Ca
4;696;2;Training;9;potasium-K
4;697;2;Training;1;calcium-Ca
4;698;2;Training;3;iron-Fe
4;699;2;Training;5;manganese-Mn
4;700;2;Training;5;manganese-Mn
4;702;2;Training;5;manganese-Mn
4;703;2;Training;9;potasium-K
4;705;2;Training;9;potasium-K
4;706;2;Training;9;potasium-K
4;707;2;Training;0;boron-B
4;708;2;Training;8;phosphorus-P
4;710;2;Training;4;magnesium-Mg
4;711;2;Training;4;magnesium-Mg
4;712;2;Training;8;phosphorus-P
4;714;2;Training;9;potasium-K
4;715;2;Training;1;calcium-Ca
4;716;2;Training;8;phosphorus-P
4;717;2;Training;4;magnesium-Mg
4;718;2;Training;0;boron-B
4;719;2;Training;8;phosphorus-P
4;720;2;Training;3;iron-Fe
4;721;2;Training;8;phosphorus-P
4;722;2;Training;9;potasium-K
4;723;2;Training;9;potasium-K
4;724;2;Training;8;phosphorus-P
4;725;2;Training;3;iron-Fe
4;726;2;Training;3;iron-Fe
4;727;2;Training;1;calcium-Ca
4;728;2;Training;1;calcium-Ca
4;729;2;Training;8;phosphorus-P
4;730;2;Training;7;nitrogen-N
4;731;2;Training;7;nitrogen-N
4;732;2;Training;8;phosphorus-P
4;733;2;Training;1;calcium-Ca
4;734;2;Training;3;iron-Fe
4;735;2;Training;9;potasium-K
4;736;2;Training;6;more-deficiencies
4;739;2;Training;8;phosphorus-P
4;740;2;Training;1;calcium-Ca
4;741;2;Training;6;more-deficiencies
4;742;2;Training;3;iron-Fe
4;743;2;Training;6;more-deficiencies
4;744;2;Training;4;magnesium-Mg
4;745;2;Training;8;phosphorus-P
4;746;2;Training;8;phosphorus-P
4;747;2;Training;0;boron-B
4;748;2;Training;7;nitrogen-N
4;751;2;Training;1;calcium-Ca
4;755;2;Training;1;calcium-Ca
4;756;2;Training;0;boron-B
4;757;2;Training;1;calcium-Ca
4;758;2;Training;9;potasium-K
4;759;2;Training;7;nitrogen-N
4;760;2;Training;3;iron-Fe
4;763;2;Training;1;calcium-Ca
4;764;2;Training;8;phosphorus-P
4;766;2;Training;6;more-deficiencies
4;767;2;Training;8;phosphorus-P
4;768;2;Training;8;phosphorus-P
4;770;2;Training;8;phosphorus-P
4;771;2;Training;4;magnesium-Mg
4;772;2;Training;9;potasium-K
4;773;2;Training;6;more-deficiencies
4;774;2;Training;1;calcium-Ca
4;775;2;Training;0;boron-B
4;777;2;Training;8;phosphorus-P
4;779;2;Training;8;phosphorus-P
4;780;2;Training;6;more-deficiencies
4;783;2;Training;0;boron-B
4;784;2;Training;1;calcium-Ca
4;786;2;Training;4;magnesium-Mg
4;788;2;Training;3;iron-Fe
4;789;2;Training;9;potasium-K
4;790;2;Training;5;manganese-Mn
4;791;2;Training;8;phosphorus-P
4;792;2;Training;4;magnesium-Mg
4;793;2;Training;4;magnesium-Mg
4;794;2;Training;7;nitrogen-N
4;796;2;Training;8;phosphorus-P
4;797;2;Training;1;calcium-Ca
4;798;2;Training;6;more-deficiencies
4;799;2;Training;5;manganese-Mn
